listing_id,host_id,host_since,city,neighbourhood,property_type,room_type,price_per_night,minimum_nights,number_of_reviews,last_review_date,review_score,availability_365,instant_bookable,host_is_superhost,cancellation_policy,description
192,2038,2025-11-21,Kisumu,CBD,Villa,Entire home/apt,20539,7,228,2020-07-15,4.78,91,0,0,Flexible,"Quiet neighborhood, perfect for families"
193,2881,2021-03-16,Kisumu,Kilimani,Condo,Shared room,13704,30,144,2015-05-31,4.47,138,Yes,No,Flexible,Luxury villa with pool & gym access
194,4625,2024-08-26,Nairobi,Kilimani,Apartment,Private room,24397,14,91,2025-02-21,3.57,303,False,False,Strict ,
195,3939,2025-07-27,Nairobi,Kilimani,Apartment,Shared room,8894,,81,2021-10-18,4.31,356,False,No,Strict ,Modern loft -- newly renovated
196,2484,2015-02-17,Eldoret,CBD,Villa,Entire home/apt,18588,three,224,2017-03-14,3.53,219,1,Yes,,Modern loft -- newly renovated
197,4762,2022-08-18,Eldoret,Parklands,Bungalow,Hotel room,2325,three,78,2022-02-28,4.67,98,Yes,False,,Cozy place near city center
198,4646,2023-01-31,Mombasa,Westlands,Condo,Hotel room,10696,three,149,2024-10-03,3.99,235,True,N,,Cozy place near city center
199,1863,2016-04-14,Eldoret,Parklands,Villa,Hotel room,13152,3,282,2020-08-11,4.21,206,0,Yes,strict,Cozy place near city center
200,3790,2022-08-24,Mombasa,Parklands,Villa,Entire home/apt,18260,,159,2021-03-10,4.7,143,False,False,Flexible,"Quiet neighborhood, perfect for families"
201,4312,2024-12-03,Nakuru,Parklands,House,Shared room,2472,14,155,,3.57,198,0,No,flexible,Modern loft -- newly renovated
202,1563,2021-01-08,Nairobi,Milimani,House,Hotel room,22097,30,155,2022-07-16,3.74,302,0,0,strict,
203,2020,2023-06-03,Nakuru,Langata,Bungalow,Hotel room,12768,seven,201,2021-05-03,3.2,322,No,True,Flexible,
204,1095,2017-12-28,Eldoret,Nyali,Condo,Hotel room,1943,,116,,3.84,286,0,1,Strict ,Luxury villa with pool & gym access
205,2923,2023-08-15,Nakuru,Langata,Loft,Private room,"KES 2,254",,153,2023-05-14,4.01,331,True,False,Strict ,Luxury villa with pool & gym access
206,2757,2022-03-10,Nakuru,Karen,House,Entire home/apt,17523,5,118,,5.0,263,Y,N,Strict ,Cozy place near city center
207,3532,2018-10-25,Nakuru,Parklands,Loft,Entire home/apt,22619,7,198,2021-05-23,4.74,216,N,False,Flexible,"Quiet neighborhood, perfect for families"
208,4478,2016-04-01,Eldoret,Westlands,Apartment,Entire home/apt,11863,three,262,2024-11-17,4.83,188,Y,Yes,,Affordable stay $$$
209,3278,2018-04-17,Nakuru,Karen,House,Entire home/apt,12397$,1,183,2023-10-10,,43,Yes,N,Strict ,Modern loft -- newly renovated
210,3796,2019-11-16,Mombasa,Langata,House,Entire home/apt,"KES 6,896",14,147,2024-07-04,,290,Yes,No,moderate,Modern loft -- newly renovated
211,2678,2016-10-09,Eldoret,Nyali,Condo,Private room,4965,5,165,2025-11-16,,188,0,False,Strict ,Cozy place near city center
212,4242,2020-02-02,Nakuru,CBD,Bungalow,Shared room,4211,7,74,2020-12-22,4.91,193,0,0,Flexible,
213,1540,2015-01-14,Eldoret,Langata,Loft,Private room,20291$,7,235,2022-08-20,4.01,269,No,1,,Spacious apartment with great view!!!
214,2059,2025-09-11,Kisumu,Kilimani,House,Hotel room,23472$,2,271,2020-02-03,3.95,365,Yes,N,strict,Luxury villa with pool & gym access
215,3572,2023-02-05,Mombasa,Langata,House,Private room,23988$,three,178,,3.85,259,False,Yes,Strict ,Spacious apartment with great view!!!
216,2183,2024-10-27,Nakuru,Kilimani,Condo,Entire home/apt,7247,2,282,2022-07-20,4.5,238,1,Y,,Cozy place near city center
217,4910,2023-01-26,Kisumu,CBD,Condo,Private room,19607$,5,50,2015-08-01,4.52,111,Yes,False,,
218,2722,2017-12-14,Kisumu,Langata,Bungalow,Entire home/apt,3419,7,74,2018-08-16,3.85,68,No,1,super_strict_30,
219,4314,2025-11-24,Eldoret,Westlands,Loft,Private room,18802,1,143,2019-07-25,4.07,48,N,No,moderate,Spacious apartment with great view!!!
220,4157,2020-08-12,Kisumu,Westlands,Apartment,Entire home/apt,"KES 14,973",14,187,2022-08-17,4.26,310,No,1,Flexible,Spacious apartment with great view!!!
221,2819,2023-07-18,Mombasa,Karen,Bungalow,Hotel room,"KES 22,099",2,122,2020-07-22,4.29,150,No,0,Strict ,Luxury villa with pool & gym access
222,3625,2017-01-01,Mombasa,CBD,Apartment,Entire home/apt,18465,7,250,2023-07-06,4.83,238,No,False,super_strict_30,"Quiet neighborhood, perfect for families"
223,3729,2020-09-10,Nairobi,Parklands,Villa,Private room,15735,14,295,,4.07,336,False,Y,Flexible,Cozy place near city center
224,3604,2025-03-27,Mombasa,Westlands,House,Hotel room,17210,three,129,2015-07-12,4.86,114,True,True,strict,Cozy place near city center
225,2597,2016-03-11,Kisumu,Langata,Loft,Private room,15934,seven,251,2019-09-17,4.16,74,No,Yes,moderate,Affordable stay $$$
226,4060,2024-10-05,Mombasa,CBD,Bungalow,Hotel room,"KES 14,978",14,179,2018-07-19,,97,Yes,Y,,Modern loft -- newly renovated
227,3693,2022-01-05,Eldoret,Nyali,House,Shared room,5381,7,109,,4.62,110,Y,Y,Strict ,Modern loft -- newly renovated
228,1795,2018-05-07,Nairobi,Kilimani,Loft,Shared room,"KES 21,793",5,77,,4.9,356,0,0,strict,"Quiet neighborhood, perfect for families"
229,2051,2024-06-09,Kisumu,Langata,Loft,Shared room,3499,2,1,,4.86,284,1,1,Flexible,Spacious apartment with great view!!!
230,2643,2022-03-02,Nairobi,Kilimani,Loft,Private room,16349,2,275,2015-04-14,3.59,255,False,True,super_strict_30,Spacious apartment with great view!!!
231,4627,2020-09-10,Kisumu,Kilimani,House,Private room,"KES 12,403",30,289,2017-07-13,3.81,317,True,True,Flexible,Spacious apartment with great view!!!
232,2363,2021-10-30,Eldoret,Parklands,Bungalow,Hotel room,18284,7,296,2019-10-02,4.22,308,Yes,Y,Flexible,Spacious apartment with great view!!!
233,4869,2017-03-25,Nairobi,CBD,Condo,Hotel room,16200,30,168,2025-04-14,4.15,116,Y,False,moderate,Luxury villa with pool & gym access
234,2981,2016-09-18,Nakuru,CBD,House,Hotel room,21532,1,239,2016-11-04,,175,Y,Y,Strict ,Spacious apartment with great view!!!
235,2354,2019-03-12,Kisumu,Karen,Loft,Hotel room,6945,1,22,2015-09-15,4.46,227,Yes,1,strict,Spacious apartment with great view!!!
236,2663,2023-07-21,Nakuru,Kilimani,Bungalow,Entire home/apt,4128,7,293,2016-02-01,4.92,346,True,Yes,moderate,Spacious apartment with great view!!!
237,2529,2016-10-23,Nairobi,Karen,Villa,Shared room,"KES 19,540",2,171,,,105,0,False,super_strict_30,Luxury villa with pool & gym access
238,3038,2021-01-18,Nakuru,Parklands,Apartment,Entire home/apt,"KES 18,504",three,285,2015-04-09,,341,N,True,,Spacious apartment with great view!!!
239,4419,2025-09-10,Nakuru,Kilimani,Loft,Entire home/apt,1746,3,192,2022-01-09,2.3,238,0,True,Strict ,Affordable stay $$$
240,2496,2023-09-25,Nairobi,Karen,Villa,Entire home/apt,"KES 6,712",1,168,2024-06-04,4.18,99,1,1,,Cozy place near city center
241,4302,2025-05-06,Eldoret,Karen,Condo,Entire home/apt,4839,2,117,2016-03-17,3.79,175,No,Y,moderate,Luxury villa with pool & gym access
242,3237,2020-12-12,Nakuru,Nyali,Loft,Shared room,24642,,5,2025-10-02,4.84,349,Y,Yes,super_strict_30,Affordable stay $$$
243,4296,2025-04-20,Nakuru,Karen,Villa,Entire home/apt,24970$,,131,2015-08-11,4.95,248,Yes,False,super_strict_30,
244,2408,2015-01-03,Eldoret,CBD,Loft,Hotel room,20894,30,92,2020-10-29,3.4,75,No,True,strict,Affordable stay $$$
245,2400,2021-09-19,Nakuru,Karen,House,Private room,22603,14,250,2025-07-31,3.66,2,Y,N,Flexible,Modern loft -- newly renovated
246,2306,2018-08-20,Nakuru,Kilimani,Bungalow,Hotel room,3868$,three,9,,,80,Y,Y,super_strict_30,Spacious apartment with great view!!!
247,3680,2020-06-24,Nakuru,Karen,Villa,Private room,13686,30,50,2019-12-02,4.4,360,False,False,super_strict_30,Luxury villa with pool & gym access
248,3675,2015-03-21,Mombasa,Westlands,Bungalow,Hotel room,3339,,293,2022-01-05,4.55,287,0,No,Flexible,Spacious apartment with great view!!!
249,1972,2016-04-03,Eldoret,Milimani,House,Hotel room,"KES 20,787",three,128,2016-05-26,3.1,7,0,N,flexible,Affordable stay $$$
250,2768,2025-06-02,Nakuru,Kilimani,House,Private room,7705,3,248,,4.83,86,Yes,0,super_strict_30,Luxury villa with pool & gym access
251,2282,2019-01-26,Eldoret,Westlands,Bungalow,Shared room,5895,14,101,,4.96,285,Yes,N,Strict ,Luxury villa with pool & gym access
252,4430,2024-11-08,Kisumu,Parklands,Villa,Entire home/apt,16790,30,82,,,73,Y,True,,Luxury villa with pool & gym access
253,1709,2024-04-29,Kisumu,Kilimani,Bungalow,Hotel room,23651,,190,2024-07-04,4.34,122,True,False,,Affordable stay $$$
254,2479,2024-01-18,Nakuru,CBD,Bungalow,Shared room,5191,1,142,2023-10-11,4.35,293,Yes,True,moderate,Cozy place near city center
255,2434,2018-06-13,Eldoret,Milimani,Apartment,Entire home/apt,8970,1,236,,3.95,142,No,Y,Flexible,Cozy place near city center
256,1648,2017-09-07,Eldoret,Milimani,Villa,Shared room,5341,30,286,2019-12-16,4.38,157,0,0,Flexible,Affordable stay $$$
257,1317,2015-08-26,Eldoret,CBD,Apartment,Shared room,5848,3,276,,4.16,108,No,Y,Flexible,Cozy place near city center
258,4748,2017-09-13,Mombasa,Milimani,Loft,Entire home/apt,"KES 24,505",3,290,2019-11-04,3.95,333,0,N,Strict ,Cozy place near city center
259,4296,2024-11-05,Kisumu,CBD,Bungalow,Hotel room,19276,7,168,,,194,N,True,Flexible,"Quiet neighborhood, perfect for families"
260,4890,2021-05-12,Eldoret,Westlands,Loft,Shared room,"KES 7,560",14,143,2021-04-09,3.6,35,Y,False,Strict ,Modern loft -- newly renovated
261,2257,2025-08-14,Eldoret,Parklands,Villa,Hotel room,22139,2,183,,3.88,89,0,Yes,,Luxury villa with pool & gym access
262,1683,2015-11-19,Mombasa,Nyali,Bungalow,Hotel room,17025,3,44,2019-07-04,,295,1,True,strict,Affordable stay $$$
263,1663,2015-12-17,Mombasa,Kilimani,Loft,Hotel room,5800,14,242,,3.8,329,False,Yes,flexible,
264,2998,2023-03-17,Eldoret,CBD,Condo,Entire home/apt,4838,3,267,2017-08-12,4.31,200,0,1,Flexible,Luxury villa with pool & gym access
265,4898,2020-06-13,Nairobi,Kilimani,House,Private room,6987,7,252,2023-10-31,4.4,45,Yes,True,,Modern loft -- newly renovated
266,4445,2024-02-25,Eldoret,Parklands,Bungalow,Hotel room,5014,seven,288,2015-02-13,,106,False,N,flexible,Cozy place near city center
267,4743,2015-10-11,Eldoret,Westlands,House,Private room,"KES 18,643",3,211,2020-03-16,4.41,169,1,Y,,Spacious apartment with great view!!!
268,2631,2023-07-13,Mombasa,Nyali,Apartment,Private room,12780$,14,176,2024-11-13,4.08,145,Yes,Yes,Flexible,Affordable stay $$$
269,2495,2020-12-21,Mombasa,Parklands,Loft,Shared room,11807,7,20,2016-02-19,4.13,355,False,0,Strict ,Modern loft -- newly renovated
270,4304,2023-08-03,Eldoret,Westlands,Apartment,Hotel room,11415,7,51,2025-07-07,4.5,177,No,0,,Cozy place near city center
271,4763,2016-05-30,Eldoret,Milimani,Bungalow,Hotel room,12658,14,232,2015-04-17,4.21,60,False,N,moderate,"Quiet neighborhood, perfect for families"
272,2136,2016-06-09,Eldoret,Kilimani,House,Hotel room,"KES 10,121",14,122,2018-09-06,5.0,2,N,1,flexible,Cozy place near city center
273,2853,2022-05-26,Mombasa,Langata,House,Private room,12047,1,99,2016-03-18,4.16,81,Y,Yes,flexible,Spacious apartment with great view!!!
274,2520,2020-04-30,Eldoret,Nyali,Loft,Entire home/apt,24677,seven,213,,,262,False,0,Strict ,Affordable stay $$$
275,3489,2025-08-14,Eldoret,Milimani,Bungalow,Private room,"KES 14,985",7,134,2015-10-04,4.47,286,Yes,Yes,flexible,"Quiet neighborhood, perfect for families"
276,1563,2021-03-01,Nakuru,Parklands,Condo,Hotel room,3959,1,217,2024-06-05,2.2,320,0,Y,strict,Cozy place near city center
277,2291,2016-11-07,Nairobi,Nyali,Condo,Hotel room,"KES 6,773",three,87,,4.48,94,0,False,Strict ,Modern loft -- newly renovated
278,4581,2017-12-21,Kisumu,Milimani,Loft,Hotel room,"KES 19,602",30,279,2022-02-23,4.78,63,Yes,N,flexible,Modern loft -- newly renovated
279,4878,2020-12-01,Nairobi,Westlands,Bungalow,Private room,10957,30,39,2018-12-26,4.91,245,N,True,flexible,Modern loft -- newly renovated
280,4457,2024-10-13,Nakuru,CBD,Loft,Hotel room,6923,7,239,2023-02-16,5.0,76,No,No,flexible,Affordable stay $$$
281,4458,2021-10-20,Kisumu,Kilimani,Bungalow,Shared room,19192,1,135,2017-01-31,3.92,258,Yes,0,Strict ,Spacious apartment with great view!!!
282,4184,2019-09-30,Eldoret,Karen,Apartment,Hotel room,18934,seven,181,2023-12-09,4.36,92,Yes,False,moderate,Affordable stay $$$
283,2636,2025-10-25,Nakuru,Karen,Loft,Entire home/apt,6979,seven,264,,4.18,290,True,True,super_strict_30,Modern loft -- newly renovated
284,4696,2017-05-17,Eldoret,Westlands,Bungalow,Shared room,16919,three,258,,3.7,270,1,1,,
285,3999,2025-06-01,Mombasa,Parklands,Condo,Hotel room,3749,7,181,2020-10-02,3.74,20,N,Yes,Flexible,Spacious apartment with great view!!!
286,4152,2021-01-17,Nakuru,Kilimani,Bungalow,Shared room,4309,3,20,2023-06-17,4.78,61,1,0,,Spacious apartment with great view!!!
287,1698,2023-06-21,Mombasa,Parklands,Bungalow,Hotel room,4421,three,195,2021-07-18,4.7,338,Yes,N,flexible,Modern loft -- newly renovated
288,3160,2023-03-09,Nakuru,Kilimani,Loft,Entire home/apt,6176,1,211,2023-09-12,,259,N,0,,"Quiet neighborhood, perfect for families"
289,1001,2022-09-26,Nakuru,Westlands,Apartment,Hotel room,21925,3,15,,,236,No,True,super_strict_30,Luxury villa with pool & gym access
290,1641,2017-04-03,Mombasa,Kilimani,Apartment,Shared room,3917,30,201,2021-10-07,4.17,140,Yes,False,super_strict_30,Luxury villa with pool & gym access
291,3267,2022-12-30,Kisumu,CBD,Apartment,Entire home/apt,18416,5,217,2019-02-19,,166,1,Yes,flexible,Spacious apartment with great view!!!
292,2589,2018-06-30,Nairobi,Parklands,Apartment,Private room,14963,30,92,2020-10-21,3.92,66,0,False,flexible,Modern loft -- newly renovated
293,1854,2019-06-23,Eldoret,Westlands,Villa,Entire home/apt,9667,7,132,2022-08-10,3.71,349,Y,False,Flexible,Cozy place near city center
294,2759,2022-07-14,Nakuru,CBD,Loft,Entire home/apt,2969,14,138,,4.53,57,Yes,False,super_strict_30,Modern loft -- newly renovated
295,4296,2022-04-15,Eldoret,Kilimani,House,Entire home/apt,"KES 8,792",30,156,2024-03-09,3.97,211,N,0,moderate,
296,3432,2019-03-10,Mombasa,Westlands,Loft,Shared room,23884,,69,2024-08-18,4.7,129,True,0,super_strict_30,Affordable stay $$$
297,4474,2019-11-30,Eldoret,Kilimani,Villa,Entire home/apt,"KES 24,965",30,14,,4.51,24,Yes,1,moderate,Cozy place near city center
298,2661,2025-02-01,Mombasa,Parklands,Apartment,Hotel room,22533,30,234,2025-12-13,4.47,10,1,Y,,"Quiet neighborhood, perfect for families"
299,2153,2020-10-20,Eldoret,Westlands,Villa,Entire home/apt,8431,30,211,2025-03-10,4.34,256,No,True,strict,"Quiet neighborhood, perfect for families"
300,2076,2020-01-24,Nairobi,Kilimani,Condo,Entire home/apt,"KES 21,308",30,289,2015-10-08,2.1,303,No,No,moderate,"Quiet neighborhood, perfect for families"
301,2707,2016-05-10,Nairobi,Parklands,Condo,Hotel room,2591,3,59,2022-06-28,4.9,80,1,Yes,Flexible,Affordable stay $$$
302,3777,2017-10-12,Nairobi,CBD,Loft,Hotel room,17863,3,251,2022-10-04,4.44,285,No,N,Strict ,
303,2695,2017-07-09,Nairobi,Langata,Loft,Private room,22538,30,1,2021-09-22,4.99,18,N,1,,Luxury villa with pool & gym access
304,2733,2015-09-20,Nairobi,CBD,House,Entire home/apt,1760,2,235,2024-07-21,3.6,109,0,Y,flexible,Cozy place near city center
305,2439,2018-10-16,Nairobi,Kilimani,House,Shared room,11956,2,18,2025-10-19,4.57,33,Y,Y,strict,Luxury villa with pool & gym access
306,3294,2015-03-28,Mombasa,Westlands,Condo,Entire home/apt,23820,3,48,2018-05-12,3.58,287,0,False,super_strict_30,Modern loft -- newly renovated
307,1835,2021-08-06,Nakuru,Karen,Apartment,Entire home/apt,14935,5,77,2016-10-26,4.45,331,0,N,moderate,
308,4510,2021-03-18,Eldoret,CBD,Villa,Hotel room,10877,14,27,,,254,N,True,strict,Luxury villa with pool & gym access
309,1202,2017-07-31,Nairobi,CBD,House,Private room,17313,three,47,2025-03-18,4.65,125,0,Y,,Spacious apartment with great view!!!
310,4255,2021-08-07,Mombasa,Parklands,Bungalow,Entire home/apt,22254,,95,,4.67,208,0,False,Strict ,Cozy place near city center
311,1122,2017-06-21,Mombasa,Milimani,House,Shared room,5801$,,164,2015-01-16,4.66,133,Y,N,moderate,Spacious apartment with great view!!!
312,1400,2015-01-30,Mombasa,Karen,Apartment,Entire home/apt,8707$,30,175,2022-10-10,3.84,85,Yes,Y,Flexible,Luxury villa with pool & gym access
313,1766,2015-10-18,Nakuru,Kilimani,Apartment,Shared room,"KES 23,703",5,72,2021-12-30,4.96,74,0,Yes,super_strict_30,Cozy place near city center
314,1293,2022-12-09,Eldoret,Langata,Loft,Hotel room,"KES 17,976",2,28,2020-05-23,4.99,134,True,Y,super_strict_30,Modern loft -- newly renovated
315,3327,2022-01-28,Nakuru,Westlands,Villa,Private room,23045$,2,156,2025-09-06,3.61,300,No,Y,moderate,Cozy place near city center
316,4908,2015-08-30,Kisumu,Milimani,Apartment,Entire home/apt,"KES 24,092",5,278,2024-01-20,4.9,172,Yes,Y,Strict ,Cozy place near city center
317,3931,2017-07-26,Mombasa,Kilimani,House,Private room,10056,14,282,2017-04-20,3.93,212,Yes,False,flexible,Affordable stay $$$
318,4681,2015-10-04,Kisumu,Nyali,House,Entire home/apt,"KES 22,800",3,6,2024-04-06,,320,True,No,flexible,Cozy place near city center
319,1197,2025-02-25,Nairobi,Langata,Condo,Shared room,15295,14,181,2019-01-26,4.53,349,False,No,super_strict_30,Luxury villa with pool & gym access
320,4029,2015-05-09,Nairobi,CBD,Apartment,Private room,21602,7,108,,4.01,18,Yes,No,,Affordable stay $$$
321,2930,2024-08-22,Nakuru,Nyali,Bungalow,Entire home/apt,"KES 7,625",7,205,2021-03-22,4.95,118,Yes,False,,Modern loft -- newly renovated
322,4582,2018-09-15,Eldoret,CBD,Loft,Hotel room,3424,2,233,,2.3,302,True,0,Strict ,"Quiet neighborhood, perfect for families"
323,3799,2015-10-18,Kisumu,CBD,Villa,Shared room,"KES 20,979",three,186,2017-03-07,4.25,301,True,False,super_strict_30,Affordable stay $$$
324,3191,2020-10-06,Eldoret,Nyali,Bungalow,Private room,8183,7,7,2025-03-27,4.14,284,Yes,True,flexible,Spacious apartment with great view!!!
325,1608,2017-09-01,Nakuru,Langata,Loft,Entire home/apt,23065,2,52,2015-06-29,,226,No,No,super_strict_30,Affordable stay $$$
326,4272,2018-02-14,Nairobi,Parklands,House,Private room,20422,30,198,2017-03-26,3.99,211,True,False,moderate,Cozy place near city center
327,2147,2022-07-03,Eldoret,Nyali,Bungalow,Entire home/apt,20160,seven,136,,4.47,355,False,No,,Luxury villa with pool & gym access
328,1186,2020-06-11,Eldoret,Kilimani,Loft,Shared room,14831,seven,258,,3.7,188,False,True,,Affordable stay $$$
329,4397,2017-05-27,Nairobi,Milimani,House,Hotel room,11445,1,171,2023-01-23,4.57,320,1,Y,Flexible,Modern loft -- newly renovated
330,3511,2021-01-17,Kisumu,Milimani,House,Shared room,18794,30,85,,4.97,150,Yes,Yes,moderate,Modern loft -- newly renovated
331,4420,2016-06-25,Nairobi,Nyali,House,Private room,1806$,seven,45,2017-10-04,4.71,222,N,1,Flexible,Spacious apartment with great view!!!
332,2794,2023-02-10,Eldoret,Kilimani,House,Private room,24459,14,185,,4.79,127,False,Y,Strict ,Modern loft -- newly renovated
333,1659,2025-06-28,Kisumu,Parklands,House,Entire home/apt,5731,1,155,,4.04,247,1,0,flexible,Modern loft -- newly renovated
334,3811,2024-11-23,Kisumu,Milimani,Condo,Shared room,7528,2,8,2025-03-19,3.99,50,Y,No,Strict ,Luxury villa with pool & gym access
335,4002,2021-05-27,Nairobi,Kilimani,Bungalow,Entire home/apt,"KES 13,707",5,114,,4.28,190,N,1,Strict ,Modern loft -- newly renovated
336,2955,2021-06-18,Eldoret,Parklands,Loft,Shared room,8158,5,153,2016-07-16,,236,N,1,flexible,Cozy place near city center
337,3450,2020-04-20,Nakuru,Kilimani,Condo,Private room,"KES 7,836",2,129,2023-10-31,3.57,21,1,True,strict,"Quiet neighborhood, perfect for families"
338,2369,2017-09-22,Eldoret,CBD,Condo,Entire home/apt,15396,three,80,2018-10-18,4.92,109,1,N,strict,Affordable stay $$$
339,2986,2023-10-19,Mombasa,Milimani,Apartment,Entire home/apt,11130,2,289,2018-06-03,2.4,326,0,Yes,super_strict_30,Affordable stay $$$
340,2534,2020-04-21,Nakuru,Parklands,Apartment,Shared room,18756$,3,146,2019-02-23,4.7,32,N,0,strict,
341,1146,2024-01-21,Kisumu,Milimani,Apartment,Hotel room,2641,5,294,2022-05-31,3.63,126,Yes,Y,moderate,Luxury villa with pool & gym access
342,4219,2019-07-26,Nakuru,CBD,Villa,Shared room,18549,seven,268,,,364,Yes,No,,
343,3911,2017-02-18,Kisumu,Nyali,Apartment,Hotel room,9900,,132,2023-12-17,4.73,355,True,True,Flexible,Modern loft -- newly renovated
344,2734,2016-01-22,Kisumu,CBD,Loft,Shared room,2451,1,49,2024-11-20,3.73,43,False,Yes,,
345,2843,2016-02-02,Nakuru,Milimani,Condo,Private room,10749,three,22,2022-12-22,3.56,6,False,N,Strict ,Affordable stay $$$
346,1488,2022-05-23,Kisumu,Milimani,Loft,Entire home/apt,14436,7,87,,4.58,127,True,Y,,"Quiet neighborhood, perfect for families"
347,3976,2019-11-01,Kisumu,Langata,Bungalow,Shared room,15955,30,111,,3.92,90,Y,Y,super_strict_30,"Quiet neighborhood, perfect for families"
348,2959,2018-12-22,Mombasa,Parklands,Apartment,Private room,6222,three,110,2023-11-30,4.57,129,0,Yes,Strict ,Spacious apartment with great view!!!
349,2663,2019-10-01,Eldoret,Nyali,Villa,Shared room,14312,7,71,,,16,0,Y,flexible,Luxury villa with pool & gym access
350,3598,2019-08-11,Eldoret,CBD,Bungalow,Entire home/apt,5508$,three,153,2022-10-15,4.33,320,Yes,True,,Cozy place near city center
